order_id,date,product_id,product_name,category,units,price_per_unit,revenue,utm_source,utm_medium
ORD-1059,2023-10-02,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1060,2023-10-02,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1061,2023-10-02,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1062,2023-10-02,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1063,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1064,2023-10-03,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1065,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1066,2023-10-03,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1067,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1068,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1069,2023-10-03,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1070,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1071,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1072,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1073,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1074,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1075,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1076,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1077,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1078,2023-10-03,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1079,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1080,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1081,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1082,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1083,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1084,2023-10-03,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1085,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1086,2023-10-03,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1087,2023-10-03,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1088,2023-10-03,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1089,2023-10-03,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1090,2023-10-03,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1091,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1092,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1093,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1094,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1095,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1096,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1097,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1098,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1099,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1100,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1101,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1102,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1103,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1104,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1105,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1106,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1107,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1108,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1109,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1110,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1111,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1112,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1113,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1114,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1115,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1116,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1117,2023-10-04,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1118,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1119,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1120,2023-10-04,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1121,2023-10-04,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1122,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1123,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1124,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1125,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1126,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1127,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1128,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1129,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1130,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1131,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1132,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1133,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1134,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1135,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1136,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1137,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1138,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1139,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1140,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1141,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1142,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1143,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1144,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1145,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1146,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1147,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1148,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1149,2023-10-05,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1150,2023-10-05,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1151,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1152,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1153,2023-10-05,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1154,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1155,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1156,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1157,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1158,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1159,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1160,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1161,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1162,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1163,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1164,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1165,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1166,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1167,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1168,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1169,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1170,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1171,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1172,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1173,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1174,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1175,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1176,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1177,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1178,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1179,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1180,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1181,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1182,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1183,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1184,2023-10-06,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1185,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1186,2023-10-06,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1187,2023-10-06,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1188,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1189,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1190,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1191,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1192,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1193,2023-10-07,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1194,2023-10-07,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1195,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1196,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1197,2023-10-07,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1198,2023-10-07,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1199,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1200,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1201,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1202,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1203,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1204,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1205,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1206,2023-10-07,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1207,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1208,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1209,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1210,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1211,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1212,2023-10-07,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1213,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1214,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1215,2023-10-07,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1216,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1217,2023-10-07,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1218,2023-10-07,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1219,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1220,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1221,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1222,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1223,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1224,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1225,2023-10-08,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1226,2023-10-08,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1227,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1228,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1229,2023-10-08,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1230,2023-10-08,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1231,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1232,2023-10-08,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1233,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1234,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1235,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1236,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1237,2023-10-08,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1238,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1239,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1240,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1241,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1242,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1243,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1244,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1245,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1246,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1247,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1248,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1249,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1250,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1251,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1252,2023-10-08,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1253,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1254,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1255,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1256,2023-10-08,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1257,2023-10-08,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1258,2023-10-08,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1259,2023-10-09,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1260,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1261,2023-10-09,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1262,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1263,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1264,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1265,2023-10-09,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1266,2023-10-09,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1267,2023-10-09,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1268,2023-10-09,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1269,2023-10-09,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1270,2023-10-09,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1271,2023-10-09,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1272,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1273,2023-10-09,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1274,2023-10-09,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1275,2023-10-09,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1276,2023-10-09,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1277,2023-10-09,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1278,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1279,2023-10-09,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1280,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1281,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1282,2023-10-09,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1283,2023-10-09,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
